Trajectories,,Sholder marker,,,upper arm - tri,,,upper arm - bic1,,,upper arm - bic2,,,Elbow marker,,,,,,Wrist -1 marker,,,Wriste -2 marker,,,,,,Finger ,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,m10:RSHO,,,m10:RUPA,,,m10:RUPB,,,m10:RUPC,,,m10:RELB,,,m10:RMEP,,,m10:RWRA,,,m10:RWRB,,,m10:RFRA,,,m10:RFIN,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2384,0,95.832085,-87.519142,966.16156,160.251663,26.391855,851.61615,139.615463,17.964033,928.673096,153.809204,83.204178,893.97406,157.556091,173.655075,854.228333,,,,133.352982,386.881561,916.831665,94.113014,369.244507,960.144348,119.775436,271.370331,935.213196,138.071854,454.78952,989.475403
2385,0,95.837547,-87.082802,965.960693,159.928864,26.998989,851.511047,139.363251,18.495384,928.558899,153.384018,83.800819,893.911072,156.842926,174.231476,854.165833,,,,133.448364,388.040039,915.481934,94.127129,370.766296,958.875732,119.468544,272.58493,934.651672,138.183655,456.323486,987.852478
2386,0,95.842255,-86.649757,965.760559,159.60965,27.595718,851.399719,139.114059,19.02109,928.438599,152.964539,84.388756,893.838135,156.139557,174.795822,854.088684,,,,133.542496,389.172821,914.122375,94.141479,372.259399,957.59491,119.166519,273.778503,934.074707,138.292053,457.829163,986.219238
2387,0,95.846222,-86.220184,965.561462,159.294098,28.18191,851.281982,138.867935,19.540998,928.312317,152.550842,84.967842,893.755127,155.44606,175.348038,853.996704,,,,133.635178,390.279907,912.75354,94.155884,373.723724,956.302551,118.869301,274.950775,933.482544,138.396957,459.306427,984.576416
2388,0,95.849434,-85.794243,965.363281,158.982346,28.75742,851.158203,138.624924,20.054962,928.180115,152.143051,85.537994,893.662231,154.76265,175.888107,853.889954,,,,133.726318,391.361298,911.375854,94.170212,375.159058,954.998901,118.576851,276.101654,932.875305,138.498169,460.755005,982.9245
2389,0,95.851883,-85.372116,965.166138,158.674438,29.322117,851.028259,138.385056,20.56284,928.042053,151.741211,86.099052,893.559387,154.089478,176.415939,853.768494,,,,133.81572,392.416901,909.989868,94.184303,376.565247,953.68457,118.289154,277.230957,932.253357,138.595566,462.174835,981.264343
2390,0,95.853584,-84.953964,964.970154,158.370468,29.875874,850.892273,138.148407,21.06448,927.898193,151.345383,86.650917,893.446716,153.426697,176.931458,853.632507,,,,133.903259,393.446716,908.59613,94.197968,377.942169,952.360107,118.006142,278.338531,931.616821,138.68898,463.565704,979.596375
2391,0,95.854538,-84.53994,964.775513,158.070541,30.418562,850.750244,137.914978,21.559746,927.748535,150.955673,87.193451,893.324463,152.774429,177.434601,853.481812,,,,133.988815,394.450714,907.195068,94.211067,379.289764,951.025879,117.727776,279.424286,930.966064,138.778305,464.927521,977.921265
2392,0,95.854752,-84.130226,964.582153,157.774719,30.950056,850.602417,137.68483,22.0485,927.593262,150.572144,87.726562,893.192322,152.132843,177.925339,853.316711,,,,134.072205,395.429016,905.787231,94.22345,380.60788,949.682556,117.454025,280.488007,930.301392,138.863358,466.260162,976.239502
2393,0,95.854233,-83.724976,964.390198,157.483093,31.47024,850.448669,137.457977,22.530607,927.432434,150.194839,88.25013,893.05072,151.50206,178.403564,853.137146,,,,134.153275,396.381531,904.372925,94.234955,381.896393,948.330383,117.184822,281.529663,929.622742,138.944016,467.563538,974.551819
2394,0,95.852989,-83.324318,964.199768,157.195786,31.978998,850.289185,137.234512,23.005938,927.266052,149.823822,88.764038,892.899475,150.882217,178.869293,852.943115,,,,134.231934,397.308319,902.95282,94.245445,383.155273,946.970093,116.920158,282.549133,928.930725,139.020172,468.837555,972.858582
2395,0,95.851044,-82.928429,964.010864,156.912888,32.476227,850.124023,137.014389,23.474365,927.094055,149.459152,89.268188,892.738647,150.273407,179.322403,852.734741,,,,134.308029,398.209412,901.527222,94.254768,384.38443,945.60199,116.65995,283.546265,928.225281,139.09169,470.082062,971.160706
2396,0,95.848412,-82.53743,963.823547,156.63446,32.961823,849.953125,136.797714,23.935764,926.916687,149.100937,89.762474,892.56842,149.675781,179.762863,852.512085,,,,134.381409,399.0849,900.096558,94.262787,385.583801,944.226562,116.404175,284.521057,927.506714,139.158417,471.29715,969.458374
2397,0,95.8451,-82.151474,963.637939,156.360611,33.435684,849.776672,136.584457,24.39002,926.733826,148.749176,90.24678,892.388672,149.089462,180.190674,852.275085,,,,134.451981,399.934753,898.661377,94.269348,386.753357,942.844238,116.152771,285.473328,926.77533,139.220261,472.482635,967.752319
2398,0,95.841156,-81.770683,963.453979,156.091431,33.897713,849.594788,136.374725,24.837011,926.545654,148.403931,90.721031,892.199707,148.514496,180.605713,852.023926,,,,134.519608,400.759125,897.222046,94.274345,387.893036,941.455444,115.905708,286.403015,926.03125,139.2771,473.63855,966.04303
2399,0,95.836571,-81.395187,963.271912,155.827026,34.347828,849.407349,136.168503,25.27663,926.352173,148.065247,91.185127,892.001404,147.951004,181.007965,851.758606,,,,134.584152,401.558105,895.778809,94.277611,389.002899,940.060669,115.662933,287.310089,925.27478,139.328857,474.764832,964.331116
2400,0,95.83139,-81.025101,963.091675,155.567474,34.785946,849.2146,135.965851,25.708775,926.153503,147.733215,91.638992,891.793701,147.399094,181.39743,851.479187,,,,134.645523,402.331665,894.332275,94.279045,390.082855,938.660217,115.424393,288.194519,924.505981,139.375366,475.861511,962.616882
2401,0,95.825653,-80.660576,962.91333,155.312836,35.211967,849.016602,135.766769,26.133339,925.949463,147.407822,92.082512,891.576904,146.858826,181.774002,851.185608,,,,134.703583,403.080048,892.882629,94.278503,391.132996,937.254517,115.190048,289.056152,923.72522,139.41658,476.928619,960.900818
2402,0,95.819359,-80.301689,962.736816,155.063263,35.625839,848.813293,135.57132,26.550226,925.740295,147.089127,92.51564,891.350891,146.330276,182.137695,850.878174,,,,134.75824,403.803253,891.430359,94.275879,392.153351,935.843994,114.959854,289.89505,922.932678,139.452347,477.966156,959.183472
2403,0,95.812561,-79.948555,962.562439,154.818771,36.027473,848.604797,135.379501,26.959347,925.525879,146.777161,92.938271,891.115723,145.813522,182.488464,850.556702,,,,134.809357,404.501495,889.975647,94.271042,393.14386,934.428955,114.733749,290.711182,922.128418,139.482635,478.974091,957.465149
2404,0,95.80529,-79.601273,962.390015,154.579498,36.416805,848.391113,135.19136,27.360611,925.306396,146.471954,93.350342,890.87146,145.308609,182.826263,850.221191,,,,134.856873,405.174774,888.518921,94.263878,394.104645,933.009705,114.511688,291.504517,921.312805,139.507294,479.952606,955.74646
2405,0,95.797562,-79.259956,962.219543,154.34552,36.793785,848.172424,135.006927,27.753939,925.081787,146.173569,93.751785,890.618103,144.815628,183.151077,849.872009,,,,134.900711,405.823334,887.060303,94.254288,395.035797,931.586487,114.293625,292.274994,920.48584,139.526276,480.901703,954.027527
2406,0,95.789429,-78.924652,962.051208,154.116852,37.158348,847.948669,134.826233,28.13925,924.85199,145.881973,94.142532,890.355713,144.334534,183.462906,849.508911,,,,134.94072,406.447235,885.600098,94.242149,395.937378,930.159851,114.079514,293.022705,919.647827,139.53949,481.821442,952.308777
2407,0,95.78093,-78.59549,961.884888,153.893631,37.510437,847.719971,134.649261,28.516478,924.617249,145.597229,94.52253,890.08429,143.865463,183.761688,849.132019,,,,134.976837,407.046631,884.138611,94.227364,396.809479,928.729919,113.869301,293.747589,918.798828,139.546875,482.711945,950.590576
2408,0,95.77211,-78.272514,961.720764,153.675919,37.85001,847.486267,134.476105,28.88555,924.377441,145.319366,94.891708,889.803894,143.408386,184.047409,848.741333,,,,135.008987,407.621765,882.676025,94.209846,397.652252,927.296936,113.662926,294.449677,917.939026,139.548325,483.573273,948.873169
2409,0,95.762985,-77.95578,961.558716,153.46373,38.177029,847.247681,134.306747,29.246407,924.132507,145.048386,95.25,889.514465,142.963333,184.320084,848.337097,,,,135.037109,408.17276,881.212524,94.189499,398.465759,925.861084,113.460365,295.129028,917.068481,139.543823,484.405701,947.156799
2410,0,95.753616,-77.645393,961.398743,153.257141,38.491444,847.004089,134.141205,29.598989,923.882629,144.784271,95.597397,889.216125,142.530334,184.579651,847.91925,,,,135.061111,408.699677,879.748291,94.166237,399.250153,924.422607,113.261543,295.785767,916.187378,139.533249,485.209198,945.441772
2411,0,95.744041,-77.341354,961.240967,153.056198,38.793217,846.755798,133.979507,29.943251,923.627686,144.527084,95.933807,888.908752,142.10939,184.826157,847.487671,,,,135.080948,409.20285,878.283386,94.139969,400.005554,922.981812,113.066422,296.419769,915.295959,139.516617,485.983978,943.72821
2412,0,95.734314,-77.043747,961.085266,152.860962,39.082321,846.502563,133.821716,30.27914,923.367737,144.276764,96.259232,888.592407,141.700485,185.05954,847.042542,,,,135.096558,409.682373,876.817993,94.110634,400.732147,921.538696,112.874954,297.031219,914.394165,139.493835,486.730225,942.016296
2413,0,95.724464,-76.752602,960.931702,152.671417,39.358727,846.244446,133.667801,30.606619,923.102722,144.033371,96.573608,888.267273,141.30365,185.279816,846.584045,,,,135.107895,410.138428,875.352234,94.078156,401.430145,920.093506,112.687096,297.620239,913.481995,139.46489,487.44809,940.306213
2414,0,95.714531,-76.467949,960.780334,152.48764,39.62241,845.981445,133.517792,30.925653,922.832703,143.796875,96.876907,887.933105,140.918808,185.486938,846.111877,,,,135.114899,410.571228,873.886047,94.042473,402.099731,918.646301,112.502785,298.186737,912.559814,139.429718,488.137787,938.597961
2415,0,95.704582,-76.189804,960.631042,152.309616,39.873348,845.713562,133.371704,31.236212,922.557739,143.567291,97.169098,887.589905,140.545944,185.680954,845.626282,,,,135.117523,410.980927,872.419617,94.003517,402.741028,917.197144,112.321991,298.730957,911.627441,139.388336,488.799438,936.891846
2416,0,95.694656,-75.91819,960.483826,152.137375,40.111519,845.440735,133.229584,31.538275,922.27771,143.344574,97.45018,887.237915,140.185059,185.861862,845.127197,,,,135.115768,411.367798,870.952881,93.961273,403.354248,915.746277,112.144646,299.252991,910.685181,139.340714,489.43338,935.187561
2417,0,95.684792,-75.653137,960.338745,151.970917,40.336918,845.163025,133.091415,31.831816,921.992615,143.128738,97.720123,886.876892,139.836121,186.029587,844.614807,,,,135.109589,411.732025,869.48584,93.915688,403.939667,914.293518,111.970741,299.752838,909.732788,139.28685,490.039764,933.485474
2418,0,95.675026,-75.394615,960.195801,151.810272,40.549534,844.880432,132.95723,32.116833,921.702515,142.919785,97.978905,886.506836,139.499039,186.184174,844.088867,,,,135.098984,412.073792,868.018555,93.866707,404.497437,912.838928,111.800209,300.230743,908.770508,139.226715,490.618805,931.7854
2419,0,95.665436,-75.142654,960.05481,151.655426,40.749363,844.592834,132.827026,32.393318,921.407288,142.717636,98.226524,886.127869,139.173813,186.325607,843.549561,,,,135.083908,412.39328,866.550842,93.814323,405.027893,911.382629,111.633003,300.686707,907.798279,139.160355,491.170746,930.087219
2420,0,95.656036,-74.897224,959.915833,151.506348,40.936413,844.300232,132.700836,32.661263,921.106995,142.522308,98.462967,885.73999,138.860336,186.453903,842.996765,,,,135.064377,412.690765,865.082825,93.758499,405.531128,909.9245,111.469101,301.121033,906.816101,139.087769,491.695862,928.390991
2421,0,95.646904,-74.658295,959.778931,151.363052,41.110695,844.002502,132.578629,32.920681,920.801636,142.333755,98.688263,885.343018,138.558563,186.569061,842.430725,,,,135.040421,412.966431,863.614197,93.699249,406.007538,908.464417,111.308456,301.533661,905.824097,139.008987,492.194397,926.696594
2422,0,95.638054,-74.425873,959.643921,151.225525,41.272217,843.699707,132.460449,33.171581,920.49115,142.151978,98.90239,884.937012,138.268463,186.671097,841.851196,,,,135.011993,413.220428,862.144897,93.636551,406.457275,907.002563,111.151039,301.924927,904.822144,138.924042,492.666626,925.003845
2423,0,95.629539,-74.199905,959.510925,151.093704,41.421005,843.391785,132.346283,33.413975,920.175415,141.976944,99.105362,884.521912,137.989914,186.759979,841.258301,,,,134.979156,413.453094,860.674866,93.570404,406.880615,905.538635,110.996803,302.294891,903.810242,138.833008,493.112732,923.312561
2424,0,95.621429,-73.98037,959.379761,150.967606,41.557079,843.078674,132.23616,33.647896,919.854614,141.808563,99.297195,884.097778,137.722855,186.835739,840.651978,,,,134.94194,413.664612,859.203857,93.500824,407.277863,904.07251,110.845741,302.643646,902.788452,138.735886,493.533112,921.62262
2425,0,95.613747,-73.767189,959.250488,150.847198,41.680477,842.760254,132.130035,33.873348,919.528687,141.646881,99.477913,883.66449,137.467224,186.898376,840.03241,,,,134.900314,413.855164,857.731873,93.427826,407.649231,902.604309,110.69783,302.971527,901.756653,138.632782,493.927948,919.933899
2426,0,95.606552,-73.560341,959.123047,150.732422,41.791241,842.436646,132.027954,34.090389,919.19751,141.491806,99.647537,883.222107,137.2229,186.947937,839.399414,,,,134.854355,414.024963,856.258545,93.351456,407.995026,901.133667,110.553017,303.278534,900.714844,138.523758,494.297546,918.246094
2427,0,95.599876,-73.359756,958.997498,150.62326,41.889412,842.107788,131.929916,34.299034,918.861084,141.343292,99.806084,882.770508,136.989853,186.984421,838.753113,,,,134.804123,414.174255,854.783752,93.271713,408.315521,899.660522,110.411316,303.564972,899.662903,138.408905,494.642212,916.558899
2428,0,95.593765,-73.165382,958.873657,150.519669,41.975033,841.773438,131.835892,34.499332,918.519348,141.20134,99.95359,882.309753,136.767929,187.007797,838.093323,,,,134.749634,414.303253,853.307373,93.18866,408.610931,898.18457,110.272682,303.830933,898.600891,138.288269,494.962189,914.872253
2429,0,95.588264,-72.977127,958.751526,150.4216,42.048157,841.433777,131.745911,34.691334,918.172363,141.065887,100.090096,881.839722,136.557068,187.018143,837.420349,,,,134.690964,414.41214,851.828979,93.102325,408.881653,896.705933,110.137123,304.076599,897.528625,138.161987,495.257721,913.185669
2430,0,95.583435,-72.794922,958.631104,150.329041,42.108837,841.088562,131.659958,34.87508,917.820007,140.936874,100.215622,881.360474,136.357208,187.015427,836.734009,,,,134.628159,414.501129,850.34845,93.012779,409.12793,895.224182,110.004616,304.302185,896.446228,138.030136,495.529236,911.498962
2431,0,95.579308,-72.61869,958.512268,150.241898,42.157143,840.737793,131.578003,35.050629,917.462341,140.81427,100.3302,880.871887,136.168182,186.99971,836.034302,,,,134.561279,414.570465,848.865601,92.92009,409.349976,893.739136,109.875168,304.507874,895.353394,137.892822,495.776886,909.811768
2432,0,95.57592,-72.448357,958.395081,150.160126,42.193142,840.381531,131.500061,35.218025,917.099304,140.698044,100.433884,880.374023,135.989944,186.970963,835.321167,,,,134.490433,414.6203,847.380127,92.824295,409.548096,892.250732,109.748756,304.693848,894.250244,137.750198,496.000977,908.123901
2433,0,95.573326,-72.283821,958.27948,150.08371,42.216881,840.019653,131.426178,35.377338,916.730835,140.58815,100.526718,879.866699,135.822418,186.929245,834.594849,,,,134.415649,414.650909,845.891663,92.725479,409.722656,890.758545,109.625404,304.86026,893.136536,137.602325,496.201843,906.434875
2434,0,95.571564,-72.124977,958.165283,150.012573,42.228451,839.651978,131.356262,35.528629,916.356873,140.484543,100.608742,879.350037,135.665466,186.874542,833.855103,,,,134.337021,414.662415,844.399963,92.623718,409.87384,889.262634,109.505104,305.007294,892.012329,137.449402,496.3797,904.744568
2435,0,95.570663,-71.971748,958.052551,149.946655,42.227909,839.278687,131.290359,35.671955,915.977478,140.387146,100.680016,878.823975,135.518967,186.806854,833.102051,,,,134.254669,414.655121,842.904907,92.519089,410.001892,887.762573,109.387848,305.135223,890.877502,137.291473,496.534882,903.052368
2436,0,95.570671,-71.82402,957.941406,149.885956,42.215324,838.899597,131.22847,35.807388,915.592529,140.295975,100.740555,878.288513,135.382889,186.726242,832.335632,,,,134.168625,414.629059,841.406189,92.411697,410.107239,886.258118,109.273666,305.244049,889.731995,137.128738,496.667603,901.358215
2437,0,95.571632,-71.681702,957.831421,149.830383,42.190788,838.514771,131.170578,35.934994,915.202148,140.210922,100.790428,877.743408,135.257111,186.632675,831.555969,,,,134.079025,414.584564,839.903381,92.301598,410.189972,884.749084,109.162544,305.334137,888.575623,136.961304,496.778168,899.661621
2438,0,95.573578,-71.54467,957.722961,149.779938,42.154362,838.123962,131.116653,36.054836,914.806152,140.132004,100.829674,877.188904,135.141541,186.526215,830.762939,,,,133.985947,414.521759,838.39624,92.188927,410.250488,883.235413,109.054535,305.405548,887.408447,136.789337,496.866852,897.96228
2439,0,95.576538,-71.412827,957.615662,149.734528,42.106121,837.727295,131.066742,36.166981,914.404541,140.059174,100.858368,876.624939,135.036072,186.406799,829.956482,,,,133.889496,414.440796,836.884644,92.073746,410.289001,881.716675,108.949615,305.458527,886.230225,136.612946,496.933868,896.259766
2440,0,95.580582,-71.286041,957.509583,149.694122,42.04615,837.324768,131.020782,36.271511,913.997314,139.992371,100.876534,876.051331,134.940613,186.274506,829.136719,,,,133.78978,414.341858,835.368103,91.956169,410.305725,880.192749,108.847809,305.493164,885.041016,136.432327,496.979523,894.553955
2441,0,95.585701,-71.16423,957.404724,149.658722,41.974525,836.916138,130.978806,36.368492,913.584473,139.93158,100.884224,875.46814,134.855072,186.129288,828.303711,,,,133.68689,414.225189,833.846436,91.836304,410.300995,878.66333,108.749161,305.509735,883.840698,136.247574,497.004089,892.844238
